iter	likelihood	#indels	#substs	rs07:mean_length	rs07:rate	P1/#indels	P1/#substs	P1/likelihood	P1/prior_A	P1/|A|	P1/|indels|	f:pi[A]	f:pi[C]	f:pi[D]	f:pi[E]	f:pi[F]	f:pi[G]	f:pi[H]	f:pi[I]	f:pi[K]	f:pi[L]	f:pi[M]	f:pi[N]	f:pi[P]	f:pi[Q]	f:pi[R]	f:pi[S]	f:pi[T]	f:pi[V]	f:pi[W]	f:pi[Y]	sigma	prior_A	scale	scale*|T|	scale1	scale1*|T|	|A|	|T|	|indels|	posterior	prior
98	-5.978231520805817E3	56	771	2.2505873935138867E0	3.4567479461452354E-2	56	771	-5.978231520805817E3	-5.319652564562768E2	181	115	8.74560371405609E-2	2.025991404389252E-2	6.208465097583198E-2	5.725453387121883E-2	4.6678863165879894E-2	7.386538565811065E-2	2.5711042220074632E-2	3.921478930737173E-2	3.293073475165494E-2	8.153762225842034E-2	2.1060252269625716E-2	4.588206992073409E-2	8.588346496980992E-2	2.8936961342647755E-2	6.945289144882422E-2	5.241315813333363E-2	4.9589461995790333E-2	6.775264135553746E-2	1.719643582872251E-2	3.4839089341958084E-2	7.039643563132957E-2	-5.319652564562768E2	5.311848356575733E0	5.146736564333266E0	5.311848356575733E0	5.146736564333266E0	181	9.689163204295791E-1	115	-6.129813708572312E3	-1.5158218776649449E2
99	-5.96704010150275E3	58	770	2.3303105562138198E0	4.3473537551378366E-2	58	770	-5.96704010150275E3	-5.483551875927639E2	181	115	8.81236151120735E-2	1.2260023430534587E-2	6.317305714328963E-2	5.8258263243952293E-2	3.673634859399382E-2	7.516031991397402E-2	2.616178256385118E-2	4.235278451895099E-2	3.3508043542785394E-2	8.296705851280864E-2	2.1429459603454458E-2	4.668642860025522E-2	8.738908820335539E-2	2.9444255282418504E-2	7.067047025795845E-2	5.3332013336215595E-2	5.045881497480822E-2	6.894041307614551E-2	1.7497906587115877E-2	3.5449853502058724E-2	4.2875535519826334E-2	-5.483551875927639E2	4.372278945316567E0	4.649489873910363E0	4.372278945316567E0	4.649489873910363E0	181	1.0634019311349598E0	115	-6.184680690484701E3	-2.1764058898195094E2
100	-5.960413036391754E3	56	775	2.127380295106872E0	3.2866183919998924E-2	56	775	-5.960413036391754E3	-5.317342404769439E2	181	115	7.430593865419902E-2	1.2335526485186434E-2	6.356210687170488E-2	5.861704533426009E-2	3.6962588498943225E-2	7.562319290718393E-2	2.6322899262355075E-2	4.261361310727391E-2	3.3714402009979376E-2	8.347800911487632E-2	2.1561432406668635E-2	4.697394582973501E-2	8.792727176719425E-2	2.9625587008933352E-2	7.11056926217974E-2	5.366045723686821E-2	5.076956435357545E-2	7.1515360792028E-2	1.8242263935504162E-2	4.108310180173327E-2	4.339531079125578E-2	-5.317342404769439E2	4.943209609649181E0	5.0429438548437835E0	4.943209609649181E0	5.0429438548437835E0	181	1.0201760097326078E0	115	-6.082464814933844E3	-1.2205177854209E2
101	-5.96347671592034E3	57	771	1.932077407821009E0	3.722583349447338E-2	57	771	-5.96347671592034E3	-5.39200477413428E2	183	119	7.404831488576959E-2	1.2292758371678522E-2	6.460563307927016E-2	5.8413816031371024E-2	3.683443667807304E-2	7.536100212821967E-2	2.6231635971334488E-2	4.246586879781595E-2	3.475091519459359E-2	8.318858515121114E-2	2.1486677446702476E-2	4.437923092731297E-2	8.762242190578814E-2	3.6647996849756156E-2	7.085916432511223E-2	5.34744127637159E-2	5.059354280365389E-2	6.762390604952641E-2	1.8179016759506294E-2	4.094066387958834E-2	3.4560205718932605E-2	-5.39200477413428E2	4.491098335714566E0	4.914416198627302E0	4.491098335714566E0	4.914416198627302E0	183	1.0942570906422566E0	119	-6.157177331817191E3	-1.93700615896851E2
102	-5.9713846274174475E3	56	769	2.1425195754026194E0	3.622980715916493E-2	56	769	-5.9713846274174475E3	-5.314242006313588E2	183	117	7.457833907316963E-2	1.238074766997525E-2	7.897396757760344E-2	5.8831931358137406E-2	3.709809078551291E-2	7.590042228891179E-2	1.969385087400043E-2	4.276983165823379E-2	4.638667921091782E-2	8.37840337081938E-2	2.164047512287085E-2	4.469688928113202E-2	8.824960704889752E-2	3.665023955883236E-2	7.136636116070805E-2	5.0743862553245464E-2	5.0955682056296754E-2	4.961233900426918E-2	1.8309138810231596E-2	3.73775111988599E-2	3.0178275494121082E-2	-5.314242006313588E2	4.735875531474732E0	4.839365023963683E0	4.735875531474732E0	4.839365023963683E0	183	1.0218522407950037E0	117	-6.1657082953126255E3	-1.943236678951779E2
103	-5.991960550479478E3	57	773	2.5620281314178692E0	3.76356979304366E-2	57	773	-5.991960550479478E3	-5.470049433780028E2	183	119	7.291452305056251E-2	1.2104537625595602E-2	7.721208665805715E-2	5.751941204956773E-2	3.6270445672680465E-2	7.420711106347623E-2	1.8591010324976807E-2	4.181565203876866E-2	4.535180901850256E-2	8.191484193676565E-2	2.1157683876863915E-2	4.369971769658276E-2	8.628078993629489E-2	3.583258584639788E-2	6.977420321444626E-2	5.8558013733108386E-2	4.981887904751747E-2	6.253239640939968E-2	1.7900668483710733E-2	3.654363231672463E-2	5.6403137322822296E-2	-5.470049433780028E2	4.506099759568122E0	4.485711298249541E0	4.506099759568122E0	4.485711298249541E0	183	9.954753639718498E-1	119	-6.168363332254231E3	-1.7640278177475273E2
104	-5.9705472903875025E3	56	769	2.632274934726132E0	3.9214051803007445E-2	56	769	-5.9705472903875025E3	-5.335437196295056E2	181	118	7.332279368208275E-2	1.2172314619998148E-2	7.764442065767777E-2	5.7841480763723134E-2	3.647353494955932E-2	7.462261928913065E-2	2.016628878104687E-2	4.20497906157084E-2	4.560574761583425E-2	8.237350809611516E-2	2.1276152195609174E-2	4.394440573121295E-2	8.676390236879243E-2	3.603322341269406E-2	7.016489023835272E-2	5.888589789455051E-2	5.009783013105203E-2	6.28825343504356E-2	1.8000899780861383E-2	2.9677764825562628E-2	7.142208499859799E-2	-5.335437196295056E2	4.695694852218791E0	5.053083444617829E0	4.695694852218791E0	5.053083444617829E0	181	1.0761098418118387E0	118	-6.134242709363253E3	-1.6369541897575095E2
105	-5.960932206307626E3	56	772	1.8148318415423392E0	4.083511857857051E-2	56	772	-5.960932206307626E3	-5.379838644936967E2	181	118	7.324925291741403E-2	1.2160106120021674E-2	5.653295285307821E-2	5.778346733418337E-2	3.599654439088446E-2	8.853931568875809E-2	2.014606254275161E-2	4.200761582120389E-2	4.5560006293326835E-2	8.22908897114407E-2	2.125481279454302E-2	4.3900330689359016E-2	8.66768805382617E-2	3.59970830711962E-2	7.009451676481326E-2	5.882683694307961E-2	5.004758337215118E-2	6.281946488147226E-2	2.2383025145515975E-2	3.37332521265449E-2	1.0630843697024135E-1	-5.379838644936967E2	4.8777952033692245E0	4.8050292229047145E0	4.8777952033692245E0	4.8050292229047145E0	181	9.850821985280873E-1	118	-6.124304108713341E3	-1.633719024057142E2
106	-5.964721571873834E3	56	768	2.1866451490952654E0	3.480115659297705E-2	56	768	-5.964721571873834E3	-5.334428270766967E2	181	120	8.743057153553173E-2	1.2150373487886128E-2	5.6487705350447524E-2	5.773721895234121E-2	3.596773369455917E-2	8.846845112716412E-2	2.0129938159150595E-2	4.1973994019910074E-2	4.007296853219496E-2	8.222502622721095E-2	2.1237800996126346E-2	4.3865194008394955E-2	8.692657447580256E-2	3.596827194372522E-2	7.003841493974224E-2	5.877975347538503E-2	5.0007526590292E-2	5.446111921842543E-2	2.2365110355326498E-2	3.370625291038323E-2	2.196710116249931E-3	-5.334428270766967E2	4.71720160432364E0	4.842523964499215E0	4.71720160432364E0	4.842523964499215E0	181	1.0265670986079347E0	120	-6.119757473756348E3	-1.550359018825136E2
107	-5.9550582388256835E3	56	769	2.2531882295824177E0	2.6362682964380338E-2	56	769	-5.9550582388256835E3	-5.348502832882797E2	181	118	8.823972712697657E-2	1.2262823200534647E-2	5.7010489793342625E-2	5.8271567438565805E-2	2.695935736542649E-2	8.928721212390445E-2	2.521860497989587E-2	4.2362456446267197E-2	4.044383727963808E-2	8.298600535110251E-2	1.7759779932859984E-2	4.4271159180283154E-2	8.77310656571699E-2	3.630115239785843E-2	7.068660897609706E-2	5.818237223767674E-2	5.047033804221551E-2	5.4965147939249066E-2	2.2572095781356098E-2	3.401819874957984E-2	7.525421569254538E-4	-5.348502832882797E2	4.075444179232554E0	4.555984185772128E0	4.075444179232554E0	4.555984185772128E0	181	1.117911075555466E0	118	-6.145163618200398E3	-1.9010537937471383E2
108	-5.938594641860996E3	58	768	1.8341747058958284E0	4.280274473856082E-2	58	768	-5.938594641860996E3	-5.480709666181489E2	182	120	9.04272480195277E-2	1.2566826655964976E-2	5.78963985836487E-2	5.971615793497719E-2	2.44876974554997E-2	9.150070085871914E-2	1.863478305152426E-2	4.341264961382591E-2	4.1446466615706126E-2	8.504328302415866E-2	1.820005656239145E-2	4.536867034444358E-2	8.04445917369157E-2	3.63378034506399E-2	7.243897652066454E-2	5.603518335569595E-2	5.1721530929095046E-2	5.632777012082324E-2	2.313167288702108E-2	3.4861532278757455E-2	1.0757532084926849E-1	-5.480709666181489E2	4.674387055506633E0	4.834658647406863E0	4.674387055506633E0	4.834658647406863E0	182	1.0342871888863852E0	120	-6.129981720816045E3	-1.9138707895504945E2
109	-5.9681550958696525E3	57	768	2.5790415270256433E0	3.261735465334059E-2	57	768	-5.9681550958696525E3	-5.480656967827505E2	181	120	9.458267157341235E-2	1.314431285207818E-2	6.05569247373102E-2	6.2460307897131445E-2	2.561298609377619E-2	7.668947109894882E-2	1.4876116239285043E-2	4.5407600811532126E-2	4.3351065366328365E-2	8.895129603039272E-2	1.4281422967638223E-2	2.9179850464909566E-2	8.414128005384897E-2	3.800764266019554E-2	7.576778101096887E-2	5.8610180669693826E-2	5.409830200830916E-2	6.35753172096258E-2	1.7469903340681554E-2	3.923556691393305E-2	4.431226641539156E-2	-5.480656967827505E2	5.32878693333825E0	4.807550069234566E0	5.32878693333825E0	4.807550069234566E0	181	9.021847053327101E-1	120	-6.1449778721039875E3	-1.7682277623433515E2
110	-5.9401111787933605E3	59	765	2.009403237716286E0	4.711246846389911E-2	59	765	-5.9401111787933605E3	-5.584751590058734E2	182	120	7.526523019247801E-2	1.1050604139909362E-2	6.159895095586654E-2	6.353508635938404E-2	2.740169396563289E-2	7.800909622718932E-2	1.5457033719737017E-2	3.9431915069039015E-2	4.2586408028707536E-2	9.048191508082029E-2	2.0654715123334173E-2	2.968195933800522E-2	8.558913131544024E-2	3.8661654737744834E-2	7.707154626453402E-2	5.9618708516791005E-2	6.1553845881401885E-2	6.466928206455923E-2	1.777051466458221E-2	3.9910708354843276E-2	4.3129950409517955E-2	-5.584751590058734E2	5.008659562216558E0	4.772672913427753E0	5.008659562216558E0	4.772672913427753E0	182	9.528842705603312E-1	120	-6.132338691964329E3	-1.9222751317096868E2
111	-5.948028122221067E3	58	768	1.8463097522630512E0	3.8595504598710015E-2	58	768	-5.948028122221067E3	-5.48102259808418E2	182	120	7.410700531106051E-2	1.0880551053818922E-2	6.819938170423617E-2	6.551157133872433E-2	3.1866048418490805E-2	7.680864714869502E-2	1.5219171947424285E-2	3.882511395997303E-2	4.1931063758014316E-2	8.908952705388001E-2	2.0336868424224143E-2	2.9225196185264132E-2	8.427203627414508E-2	3.806670684003012E-2	7.588552474696715E-2	5.87012613579165E-2	6.060661970984223E-2	6.367411375963236E-2	1.7497051709809096E-2	3.929653929785159E-2	1.6662377034033551E-1	-5.48102259808418E2	5.040478948796762E0	4.59520512486884E0	5.040478948796762E0	4.59520512486884E0	182	9.11660413930661E-1	120	-6.115951962888885E3	-1.6792384066781767E2
112	-5.970260319265551E3	56	774	2.3794017094364976E0	3.9521112318707904E-2	56	774	-5.970260319265551E3	-5.368013005867182E2	181	118	7.446021101271687E-2	1.0932409480066763E-2	6.852443073794445E-2	6.582380984335934E-2	2.8362914994366602E-2	7.717472930240717E-2	1.529170892667146E-2	3.9010160590322744E-2	4.2130913836069435E-2	8.95141418225003E-2	2.0433797153851258E-2	2.9364488090008262E-2	8.467369012019216E-2	3.502475858683174E-2	7.624720715339159E-2	5.8981040848654354E-2	6.0895480439671766E-2	6.273661603859551E-2	1.758044542407592E-2	4.2837045598302315E-2	7.291961059400079E-2	-5.368013005867182E2	5.093532931170168E0	4.957385807592409E0	5.093532931170168E0	4.957385807592409E0	181	9.732705912737702E-1	118	-6.137588095064507E3	-1.6732777579895605E2
113	-5.971229602090219E3	56	771	2.8161082882921757E0	3.1071470519529215E-2	56	771	-5.971229602090219E3	-5.299497446872964E2	181	118	7.294617796405138E-2	1.0710115868092738E-2	6.713109258637089E-2	6.448538463429167E-2	2.7786199053410877E-2	7.560550072923401E-2	1.4980775713205283E-2	3.8216949403244466E-2	4.127424696592864E-2	8.500615048933399E-2	2.001830754161562E-2	4.54972703945774E-2	8.295198179502322E-2	3.431258437592416E-2	7.469683830634437E-2	5.778175274733135E-2	5.9657265174820055E-2	6.77524113253002E-2	1.7222974299292714E-2	4.1966020632606967E-2	1.0691829234085275E-1	-5.299497446872964E2	5.633029396596673E0	5.315554773589339E0	5.633029396596673E0	5.315554773589339E0	181	9.436405172678233E-1	118	-6.148396887301474E3	-1.7716728521125503E2
114	-5.985424937379333E3	56	774	1.8533776314658528E0	3.3947331138807865E-2	56	774	-5.985424937379333E3	-5.319640141627813E2	181	115	7.340498820354703E-2	1.0777479381351613E-2	6.75533276304377E-2	6.639627866378087E-2	2.7960966162506734E-2	7.608103733533095E-2	2.5095507596737707E-2	3.96010486115964E-2	4.15338499727479E-2	8.554081444779162E-2	2.014421687276649E-2	3.6413610452814105E-2	8.347372562994722E-2	3.4528400550186106E-2	7.516665969012942E-2	5.814518316351499E-2	6.061097376790911E-2	6.842514342471384E-2	1.733130179750626E-2	3.1815486644683894E-2	9.887732677544239E-2	-5.319640141627813E2	5.105789047566924E0	5.290412189618156E0	5.105789047566924E0	5.290412189618156E0	181	1.0361595710929754E0	115	-6.178804855584565E3	-1.9337991820523257E2
115	-5.959847793325402E3	57	768	2.077593766738958E0	4.3002226775139776E-2	57	768	-5.959847793325402E3	-5.360221934071046E2	181	115	7.343388128935419E-2	1.0781721526799369E-2	6.757991743229658E-2	6.642241303725681E-2	2.7971971934925687E-2	7.612317996449698E-2	2.510538549021759E-2	3.9616636060400494E-2	4.155019819540324E-2	8.943004326685543E-2	2.0152145878694655E-2	3.642794328764059E-2	8.35065818918484E-2	3.454199134373155E-2	7.519624619101192E-2	5.8168069806610115E-2	5.6373463809759175E-2	6.845207638375E-2	1.7338123606244878E-2	3.1828009602702385E-2	3.759171106614186E-2	-5.360221934071046E2	4.7894073551090734E0	4.524463455234504E0	4.7894073551090734E0	4.524463455234504E0	181	9.446812767780252E-1	115	-6.11764128431888E3	-1.5779349099347814E2
116	-5.955050868689028E3	58	773	1.8264828037553262E0	3.8178730974328876E-2	58	773	-5.955050868689028E3	-5.452187691736808E2	182	117	7.362122480224755E-2	1.2720572290165334E-2	6.775232639271803E-2	6.743854344104284E-2	2.8043333646887974E-2	7.631738437936332E-2	2.516943400607564E-2	3.44085001308886E-2	4.165620049236301E-2	8.965819596925449E-2	2.020355775744825E-2	3.652087775798536E-2	8.371962274065894E-2	3.4630114399289084E-2	7.538808582512181E-2	5.831646739018407E-2	5.651728301907582E-2	6.862671038415162E-2	1.7382356389891086E-2	3.190920878518708E-2	5.847578259250203E-2	-5.452187691736808E2	4.878635110014521E0	4.813611765814402E0	4.878635110014521E0	4.813611765814402E0	182	9.866718164540234E-1	117	-6.148236997381579E3	-1.9318612869255128E2
117	-5.9443123232647695E3	57	769	1.8205161608797975E0	4.4141771938716705E-2	57	769	-5.9443123232647695E3	-5.402019360769341E2	182	120	9.670999857485033E-2	1.57275163375614E-2	6.765741826474815E-2	7.15313996034099E-2	2.800405026814414E-2	7.621047823357256E-2	2.513417641433286E-2	3.436030036406812E-2	4.114344808647623E-2	8.088055216170958E-2	2.0175256414200253E-2	3.4131505898000035E-2	8.360234746626313E-2	3.458160419301264E-2	7.52824814499241E-2	5.823477710669863E-2	5.643811305082716E-2	5.097205904845035E-2	1.7358007013382484E-2	3.1864510050368035E-2	9.698247280299052E-2	-5.402019360769341E2	4.606779795910341E0	4.933901730987581E0	4.606779795910341E0	4.933901730987581E0	182	1.0710088064916066E0	120	-6.130521634360553E3	-1.8620931109578362E2
118	-5.961763662077561E3	56	769	1.7785536846694783E0	2.7923708924514474E-2	56	769	-5.961763662077561E3	-5.375885772520863E2	181	118	9.72742616016387E-2	1.5819279920471885E-2	6.805217144619097E-2	7.348505298199265E-2	2.1565759935325834E-2	7.665513499869268E-2	2.5280823986128735E-2	3.456077857077372E-2	4.138350316756298E-2	8.135245688556043E-2	2.0292970729351413E-2	3.208826816575304E-2	8.40901327451701E-2	3.478337361645074E-2	7.572172373586204E-2	5.857455305622612E-2	5.676740620526389E-2	5.274263806536608E-2	1.7459283838123667E-2	3.20504263480943E-2	2.105202621217341E-2	-5.375885772520863E2	4.777138875730553E0	4.959740468189403E0	4.777138875730553E0	4.959740468189403E0	181	1.0382240494172206E0	118	-6.1484769036502885E3	-1.867132415727275E2
119	-5.965296911380899E3	58	768	2.29270515490913E0	2.9780788164880553E-2	58	768	-5.965296911380899E3	-5.469890184100883E2	184	119	9.463212286896751E-2	1.5389600666035454E-2	6.620375568790234E-2	7.148907067835678E-2	2.0979996253479977E-2	8.251106562299235E-2	2.4594152680196477E-2	3.801838009541873E-2	4.02594549886067E-2	7.914278215972648E-2	1.97417782239325E-2	3.1216694793833988E-2	8.180609796450689E-2	3.383859647631309E-2	7.366498955054927E-2	5.6983565956138474E-2	5.522550436793676E-2	5.1310055955758854E-2	2.6623356475326047E-2	3.6368978534021316E-2	1.788061634344975E-2	-5.469890184100883E2	4.8772590338370945E0	4.996628652025485E0	4.8772590338370945E0	4.996628652025485E0	184	1.0244747341406795E0	119	-6.163585184004512E3	-1.9828827262361267E2
120	-5.9758910408625725E3	57	773	2.58984853677995E0	3.5574486887601245E-2	57	773	-5.9758910408625725E3	-5.401256130667782E2	183	117	9.59050844389205E-2	1.5596616736592296E-2	6.599573834640793E-2	7.245071918508222E-2	2.1262212568181248E-2	8.362097854103363E-2	2.4924985491067645E-2	3.462956483941871E-2	4.0801012521863245E-2	8.020738598741393E-2	2.0007338418924613E-2	3.163661195947261E-2	7.790253829090646E-2	3.429378263920978E-2	7.465590783396008E-2	5.430119091027278E-2	5.596838049298148E-2	5.2000262699554066E-2	2.6981485497784684E-2	3.685820260095214E-2	4.5651483577899214E-2	-5.401256130667782E2	4.988527349141539E0	4.881119550908937E0	4.988527349141539E0	4.881119550908937E0	183	9.784690369090417E-1	117	-6.134988772688514E3	-1.5909773182594074E2
121	-5.965642392260863E3	56	771	2.5310712466467007E0	3.492001625704903E-2	56	771	-5.965642392260863E3	-5.403927057092778E2	183	117	9.698530839986312E-2	8.78106145864703E-3	6.854885396857742E-2	7.326676562630187E-2	2.1501698843733534E-2	8.157948492967199E-2	2.5205727296479914E-2	3.5019613875039754E-2	4.1260573468133055E-2	8.111079940595231E-2	2.023269045819605E-2	3.199294996263062E-2	6.813507911994933E-2	3.468004960237402E-2	7.549679234952013E-2	6.007400501069041E-2	5.6598778620644635E-2	5.258596605482448E-2	2.7285390627601814E-2	3.9658410921168334E-2	6.440866698717386E-2	-5.403927057092778E2	4.766032853445395E0	4.8985225906090095E0	4.766032853445395E0	4.8985225906090095E0	183	1.0277987460929559E0	117	-6.159470621683042E3	-1.9382822942217945E2
122	-5.955457478425576E3	58	768	2.55750908664753E0	3.908405668590761E-2	58	768	-5.955457478425576E3	-5.583934630099742E2	184	119	7.020516628123827E-2	8.874440435734439E-3	6.927781161159638E-2	7.210876749119838E-2	2.643089122695882E-2	8.244701203786105E-2	2.8950216473748746E-2	4.2682728740902884E-2	4.1699343901825905E-2	8.197334244985863E-2	2.044784758328963E-2	3.233316725362535E-2	6.885963662611792E-2	3.504884186882848E-2	7.629963529466732E-2	6.071283998113901E-2	6.315059805532008E-2	5.3145172221695944E-2	1.8037548078781603E-2	4.731499238561106E-2	8.358360296997175E-2	-5.583934630099742E2	4.40801350820023E0	4.812017529815567E0	4.40801350820023E0	4.812017529815567E0	184	1.0916521741287246E0	119	-6.181366991117902E3	-2.2590951269232664E2
123	-5.971962900398897E3	56	771	2.5192457362281093E0	4.457162326916798E-2	56	771	-5.971962900398897E3	-5.425597905971096E2	183	117	7.126294900783374E-2	9.008151817650628E-3	7.032162186575235E-2	7.319523181752335E-2	2.682912602461462E-2	7.720077141034523E-2	2.9386409998231784E-2	4.3325830318430986E-2	4.2327628799165476E-2	8.320843653591777E-2	1.9825733452327025E-2	3.28203317691255E-2	6.989714622891498E-2	3.5576923511246444E-2	7.74492435149074E-2	6.162760162641932E-2	6.410208945311116E-2	5.394591165663799E-2	1.830932019753762E-2	4.037954099430668E-2	1.7726476991729703E-2	-5.425597905971096E2	4.7993795448371115E0	4.768628779163565E0	4.7993795448371115E0	4.768628779163565E0	183	9.935927622755684E-1	117	-6.163396583703567E3	-1.914336833046699E2
124	-5.950583252966857E3	59	767	2.089974465317624E0	3.9062650010079046E-2	59	767	-5.950583252966857E3	-5.49935699662644E2	184	119	7.448913595352838E-2	2.0486524023346626E-2	6.629898829797368E-2	6.900821808407154E-2	2.5294409673123026E-2	7.278462732415622E-2	2.7705408392195673E-2	4.0847446931262806E-2	3.99063459001867E-2	8.712665430027142E-2	1.984781635784573E-2	3.094289827460005E-2	8.115806777379761E-2	4.18576384661939E-2	7.30188859876465E-2	5.810229529208321E-2	6.0435234082637734E-2	5.086002385546231E-2	2.1759685751970244E-2	3.806969527764667E-2	6.315412143363558E-2	-5.49935699662644E2	4.737806963480148E0	4.963437539066375E0	4.737806963480148E0	4.963437539066375E0	184	1.047623420988957E0	119	-6.126386283641776E3	-1.7580303067491832E2
125	-5.955569874763145E3	56	770	1.997776728186522E0	3.280460575153404E-2	56	770	-5.955569874763145E3	-5.387638630805731E2	183	117	7.517948971088607E-2	2.067638995015157E-2	6.772480525767084E-2	6.543133646508925E-2	2.5528834338337015E-2	8.582698750074537E-2	2.7962177819546984E-2	4.0548244824352174E-2	4.0276191723768236E-2	8.793413061735102E-2	2.0031762841082327E-2	5.098651180943317E-2	8.191022815678937E-2	4.224556856659518E-2	3.638596648907061E-2	5.864077835209641E-2	6.0995338457479314E-2	5.1331386667212806E-2	2.196135114418485E-2	3.8422519308157405E-2	4.1062257130079015E-2	-5.387638630805731E2	5.257464512100182E0	4.858973684770761E0	5.257464512100182E0	4.858973684770761E0	183	9.242047518509567E-1	117	-6.108463273005991E3	-1.528933982428464E2
126	-5.966082813524249E3	56	771	2.6883599448725235E0	3.0508196615721354E-2	56	771	-5.966082813524249E3	-5.34415275234512E2	183	119	7.410106319538676E-2	2.0379793534655837E-2	6.675331388378986E-2	6.449274419132058E-2	2.707148024970372E-2	8.459582592433432E-2	2.7561069031662513E-2	3.9966592800060666E-2	3.969844221701738E-2	8.667274272499079E-2	1.974441340198539E-2	5.02551260753777E-2	9.276978568606171E-2	4.1639568958460514E-2	3.6265328063052965E-2	5.779959453311045E-2	6.0120379202403706E-2	5.059505381004452E-2	2.1646322357993835E-2	3.787136015858683E-2	5.7323734789418004E-2	-5.34415275234512E2	4.970342562572993E0	4.943062925703178E0	4.970342562572993E0	4.943062925703178E0	183	9.945115177623305E-1	119	-6.104049166013288E3	-1.3796635248903897E2
127	-5.964216058135437E3	56	772	2.022766595928541E0	3.304243656394253E-2	56	772	-5.964216058135437E3	-5.310574429998502E2	183	117	7.353943339449334E-2	2.0225330172167537E-2	6.624737444420754E-2	6.400393815376434E-2	2.86155729424891E-2	8.39546537896644E-2	2.735217705298945E-2	3.966367636959731E-2	3.9397558164391396E-2	8.601582913778395E-2	1.9594765738516984E-2	4.9874230373825275E-2	9.206666114213438E-2	4.132397263885355E-2	3.599046440926595E-2	6.319148432017604E-2	5.966471237192854E-2	5.0211581714339204E-2	2.1482259668583577E-2	3.758432400082825E-2	2.763927049701445E-2	-5.310574429998502E2	5.167556470537699E0	5.042875853133425E0	5.167556470537699E0	5.042875853133425E0	183	9.7587242285302E-1	117	-6.142296874308631E3	-1.780808161731943E2
128	-5.966052518554047E3	56	773	2.046426657369664E0	3.566377194469672E-2	56	773	-5.966052518554047E3	-5.343716513228903E2	183	119	8.345885680523334E-2	1.9504146874159696E-2	6.388516331690638E-2	6.172172219930041E-2	2.363666181753513E-2	8.096104658583957E-2	2.6376868710092063E-2	3.8249371599695194E-2	3.79927424858048E-2	8.294872571794308E-2	1.8896066747761262E-2	4.809584348765741E-2	8.878380060270918E-2	3.985046597069119E-2	6.895912397086995E-2	6.093823838153872E-2	5.753722205771405E-2	4.842116574630874E-2	2.0716257494845538E-2	2.906650942739427E-2	8.374887115899157E-2	-5.343716513228903E2	5.315480801799617E0	5.08521518065102E0	5.315480801799617E0	5.08521518065102E0	183	9.566801894815163E-1	119	-6.1511834748056035E3	-1.851309562515562E2
129	-5.947355264024667E3	57	770	2.402460511483352E0	3.167571569045309E-2	57	770	-5.947355264024667E3	-5.433838726634702E2	181	115	8.304153380488018E-2	1.9406619428847954E-2	6.356571551886524E-2	6.141309235123902E-2	3.2525051227256366E-2	8.930580386956877E-2	2.687519536907137E-2	3.805811158094297E-2	3.780276570092237E-2	7.49437516931403E-2	1.880157991230829E-2	4.785534772151451E-2	6.910454292511832E-2	4.312402456218342E-2	5.8164705828209144E-2	6.063352622214541E-2	7.46856797421241E-2	4.817904325693646E-2	2.0612669079370195E-2	3.19012402053556E-2	7.905697350070558E-2	-5.433838726634702E2	4.553999155474654E0	4.918916795310971E0	4.553999155474654E0	4.918916795310971E0	181	1.0801312489040817E0	115	-6.194304801437596E3	-2.4694953741292954E2
130	-5.949528220067267E3	56	772	1.7778680456065776E0	2.782602304020419E-2	56	772	-5.949528220067267E3	-5.353257049629512E2	181	115	8.255736985258283E-2	1.5262155171993445E-2	6.319510304765853E-2	6.105503049769182E-2	3.2335417719428064E-2	9.419438939021334E-2	2.5633917256482945E-2	3.783621821173693E-2	3.758236109601064E-2	7.45068009125225E-2	1.869195949921276E-2	4.757633271264131E-2	6.870163696840827E-2	4.8409607136884476E-2	5.7825583312430866E-2	6.028000953775449E-2	7.425023361983879E-2	4.7898140979095685E-2	2.049248932266779E-2	3.171524375474447E-2	5.269216247444347E-2	-5.353257049629512E2	4.9503981654535725E0	4.875459507285823E0	4.9503981654535725E0	4.875459507285823E0	181	9.848620947925544E-1	115	-6.09803632404135E3	-1.4850810397408236E2
131	-5.9578448478715445E3	56	771	2.469087161420661E0	4.3883340671024236E-2	56	771	-5.9578448478715445E3	-5.429818498885276E2	181	117	7.922239358658269E-2	1.4645627230787273E-2	6.064228227384144E-2	6.908563577864815E-2	3.20251262378011E-2	7.546088153883085E-2	2.4598413027028528E-2	3.6307791495180174E-2	3.60641891569185E-2	7.149703433271803E-2	1.7936881649637103E-2	4.565444565757519E-2	8.303748766285404E-2	4.6454059241691326E-2	5.5489668926363034E-2	5.7844946484248254E-2	7.125083129743812E-2	5.9480969259788886E-2	1.9664677515625097E-2	4.363665764644217E-2	2.4240595235369235E-2	-5.429818498885276E2	5.180215188654063E0	4.953158369725043E0	5.180215188654063E0	4.953158369725043E0	181	9.561684581315599E-1	117	-6.128744570650185E3	-1.708997227786407E2
