iter	likelihood	#indels	#substs	P1/#indels	P1/#substs	P1/likelihood	P1/prior_A	P1/|A|	P1/|indels|	f:pi[A]	f:pi[C]	f:pi[D]	f:pi[E]	f:pi[F]	f:pi[G]	f:pi[H]	f:pi[I]	f:pi[K]	f:pi[L]	f:pi[M]	f:pi[N]	f:pi[P]	f:pi[Q]	f:pi[R]	f:pi[S]	f:pi[T]	f:pi[V]	f:pi[W]	f:pi[Y]	sigma	prior_A	scale	scale*|T|	scale1	scale1*|T|	|A|	|T|	|indels|	posterior	prior
139	-4.057815619735957E3	96	378	96	378	-4.057815619735957E3	-6.959623311278092E2	648	143	8.963507796954344E-2	1.44413431073301E-2	6.873213268657022E-2	5.9070612245333075E-2	3.5962899802567214E-2	5.1943203699449596E-2	2.8200204403163072E-2	4.7533982187400896E-2	6.1271121154787396E-2	1.0782461777292858E-1	1.786480441280315E-2	5.359437554551999E-2	3.494363662342231E-2	5.080845719667634E-2	5.447729022522198E-2	6.0575616458801024E-2	5.840179612637698E-2	5.505038710146249E-2	6.390928004149379E-3	4.327751327649274E-2	3.1668838410295436E-1	-6.959623311278092E2	6.212904124302254E-1	6.302771848053477E-1	6.212904124302254E-1	6.302771848053477E-1	648	1.014464688646924E0	143	-4.792691043914949E3	-7.348754241789911E2
140	-4.049519151843708E3	96	382	96	382	-4.049519151843708E3	-6.903637903011529E2	640	127	9.036176790129388E-2	1.4558422033067368E-2	6.928935816059767E-2	5.954950979474564E-2	3.625445839542029E-2	5.236431788829515E-2	2.8428829234839418E-2	4.791934991456823E-2	6.176785868052899E-2	1.0059156925769992E-1	1.800963804036898E-2	5.4028876122633504E-2	3.522693184096666E-2	5.1220371763260907E-2	5.491894877243903E-2	6.1066715385553166E-2	5.887527144655911E-2	5.5496691862408756E-2	6.442740566154796E-3	4.362837293859857E-2	2.461094634022623E-1	-6.903637903011529E2	6.14719382014922E-1	6.441805174036318E-1	6.14719382014922E-1	6.441805174036318E-1	640	1.0479261533809823E0	127	-4.782221211752542E3	-7.327020599088343E2
141	-4.0587723818444206E3	95	385	95	385	-4.0587723818444206E3	-6.880502258149604E2	639	126	9.238912725487443E-2	1.4885055229469113E-2	5.7837192235696624E-2	6.088556439491006E-2	3.70678645188733E-2	4.618071556171477E-2	2.906665930610975E-2	4.612574681999678E-2	6.315368422328951E-2	9.019613133441876E-2	2.3315379876842374E-2	5.5241069619005954E-2	4.4822901899955504E-2	5.236955357100897E-2	5.615111196566293E-2	6.1560747955132736E-2	6.330097739144253E-2	5.6741817317047194E-2	6.587290088069359E-3	4.2121409436479386E-2	5.783109843506473E-1	-6.880502258149604E2	4.629905723213021E-1	6.673453256956748E-1	4.629905723213021E-1	6.673453256956748E-1	639	1.4413799450597808E0	126	-4.7935756141857255E3	-7.348032323413049E2
142	-4.066962631979834E3	93	385	93	385	-4.066962631979834E3	-6.707846033499488E2	642	131	8.21650854914724E-2	1.522276885059404E-2	5.9149408235201E-2	6.226694216671248E-2	3.790886393480112E-2	4.72284682531264E-2	2.9726126578279288E-2	4.559472895731534E-2	6.458652132450517E-2	9.224251017916103E-2	2.384436154635765E-2	5.240560712174801E-2	4.1138224751846184E-2	5.3557719237881815E-2	5.742507400744109E-2	6.295744435904849E-2	6.473715629478231E-2	5.802918134089117E-2	6.7367431841276115E-3	4.3077064184707456E-2	5.772178725800401E-1	-6.707846033499488E2	1.129234786267766E0	7.269996705979378E-1	1.129234786267766E0	7.269996705979378E-1	642	6.437985080150997E-1	131	-4.773246676653321E3	-7.062840446734867E2
143	-4.0513855426824334E3	92	383	92	383	-4.0513855426824334E3	-6.688626684711622E2	640	127	8.006805316610115E-2	1.4834250562437893E-2	5.6148528624130244E-2	6.067775389112588E-2	2.9311629311510302E-2	4.602309465663869E-2	2.896745094409889E-2	6.207045445479313E-2	5.990120692685951E-2	8.988827997953246E-2	2.323580139405621E-2	5.1068101641072554E-2	4.5664953572043226E-2	5.219080934126091E-2	5.5959460775736505E-2	6.881551691102554E-2	6.308492276285398E-2	5.654814997143791E-2	1.3563937631873666E-2	4.197764348141129E-2	6.836993338530573E-1	-6.688626684711622E2	6.10937876366494E-1	7.333953956163429E-1	6.10937876366494E-1	7.333953956163429E-1	640	1.2004418517610262E0	127	-4.76284795767065E3	-7.114624149882173E2
144	-4.0547196910979233E3	95	381	95	381	-4.0547196910979233E3	-6.811537974076148E2	641	131	7.775711167362284E-2	1.4406101209743614E-2	5.452795762972965E-2	5.892645941608104E-2	2.8465630717694226E-2	4.4694766130482996E-2	2.813138610086889E-2	6.027896355443369E-2	5.81723253184902E-2	8.729390497379479E-2	2.2565164661561717E-2	4.959416303063037E-2	6.1492925712334855E-2	5.068446689800781E-2	6.606059936836547E-2	6.68293485571363E-2	6.126415205846285E-2	5.491604501915704E-2	1.3172452326119341E-2	4.0766075643282246E-2	6.758050901552591E-1	-6.811537974076148E2	1.5873723629704903E0	6.81696876136284E-1	1.5873723629704903E0	6.81696876136284E-1	641	4.2944988336612294E-1	131	-4.764093413979288E3	-7.093737228813643E2
145	-4.0509864549451486E3	95	382	95	382	-4.0509864549451486E3	-6.871621504689996E2	640	126	7.694919654656501E-2	1.2675659054614725E-2	5.396139901060889E-2	5.831419930351361E-2	2.748659603951371E-2	4.423037674049774E-2	2.7839094220591835E-2	5.9652650597962154E-2	7.022217101423912E-2	8.638690026631153E-2	2.2330707163305506E-2	4.9078867726267746E-2	6.085399939651992E-2	5.015784307373769E-2	6.537421382261334E-2	6.613497552207093E-2	6.062760275603816E-2	5.434545407854452E-2	1.3035587372346502E-2	4.034250629413725E-2	7.314503599988744E-1	-6.871621504689996E2	8.92763162491126E-1	7.750359838740214E-1	8.92763162491126E-1	7.750359838740214E-1	640	8.681316797518795E-1	126	-4.775656905902884E3	-7.24670450957736E2
146	-4.0593227165302856E3	98	377	98	377	-4.0593227165302856E3	-6.9447764932825E2	648	142	7.8748027544803E-2	1.2971976228202613E-2	5.522284736361193E-2	5.967740248239424E-2	2.812914649112242E-2	4.1087168068457795E-2	2.8489884974678064E-2	6.1047142572387636E-2	7.186374524312068E-2	8.840635519261084E-2	2.028439068686794E-2	5.062770178658459E-2	6.227657513991931E-2	5.13303762121597E-2	4.986958342050981E-2	6.768100393270964E-2	6.204488605568151E-2	5.5615880435116644E-2	1.33403185417152E-2	4.128558762734637E-2	6.513335831896598E-1	-6.9447764932825E2	7.65108965942458E-1	7.080991363819032E-1	7.65108965942458E-1	7.080991363819032E-1	648	9.254879604105406E-1	142	-4.793776290864165E3	-7.344535743338799E2
147	-4.0540142786138326E3	94	382	94	382	-4.0540142786138326E3	-6.784450302683962E2	642	130	7.977696005176346E-2	1.3141469845209364E-2	5.5944396646189304E-2	6.045715559189483E-2	2.8496685769503732E-2	4.162401863046751E-2	2.8862137711463533E-2	6.1844792893394625E-2	7.280272677520416E-2	8.956148473065313E-2	2.0549429312117694E-2	5.1289210268067244E-2	6.309028939513887E-2	5.200106593386926E-2	3.7546022183430706E-2	6.856533319429607E-2	6.285557302961273E-2	5.6342565141604815E-2	1.3423652129646638E-2	4.182503076647227E-2	7.080636539299643E-1	-6.784450302683962E2	8.348662823788896E-1	7.190486536961554E-1	8.348662823788896E-1	7.190486536961554E-1	642	8.612740373791112E-1	130	-4.770573918101282E3	-7.165596394874499E2
148	-4.07481501179189E3	91	387	91	387	-4.07481501179189E3	-6.614319458100371E2	638	122	8.027084573164796E-2	1.2732770070344153E-2	5.420452564366193E-2	5.857693776463208E-2	2.7610438706155146E-2	5.696527418808699E-2	2.7964525090976945E-2	5.99214195394368E-2	7.05385616252574E-2	8.677612212835978E-2	2.5565861795820686E-2	4.969411558410272E-2	6.112818109403631E-2	5.038383253530305E-2	4.336866973564506E-2	6.64329510049261E-2	5.974420807009891E-2	5.459031109697093E-2	1.300617648438954E-2	4.052427211014744E-2	7.439939542290649E-1	-6.614319458100371E2	9.771940683508284E-1	7.449794545587933E-1	9.771940683508284E-1	7.449794545587933E-1	638	7.623659196131486E-1	122	-4.778475757422939E3	-7.036607456310489E2
149	-4.057113721144542E3	93	383	93	383	-4.057113721144542E3	-6.75185519855396E2	640	126	8.179413334843892E-2	1.2974397909179227E-2	5.523315667320226E-2	5.9688543393214846E-2	2.8134397797303347E-2	5.7247137504661656E-2	2.8495203625533986E-2	6.105853919393886E-2	5.411445732607262E-2	1.1346211374926891E-1	2.605102126226453E-2	5.091511021333093E-2	3.9787226252094306E-2	5.133995885349427E-2	4.4191670377570005E-2	6.446241682602812E-2	6.0877964809530935E-2	5.562626311831603E-2	1.3252992715112983E-2	4.129329505144326E-2	6.221234361965523E-1	-6.75185519855396E2	6.869076275933667E-1	6.96785713520298E-1	6.869076275933667E-1	6.96785713520298E-1	640	1.0143805157056414E0	126	-4.7752929757880365E3	-7.181792546434942E2
150	-4.0448545504687795E3	94	381	94	381	-4.0448545504687795E3	-6.811889333737229E2	640	127	8.120330479496272E-2	1.2880679149225508E-2	5.483418764296466E-2	5.925739149627031E-2	2.7931172885283153E-2	5.6833620763816116E-2	2.828937248276285E-2	6.0617491322746846E-2	7.154062686984396E-2	1.1264253594097721E-1	2.58628453310716E-2	4.2036243935969594E-2	3.9499828753386E-2	4.647250555985108E-2	4.549496354816736E-2	6.478827345368762E-2	6.043822129230622E-2	5.522445453831097E-2	1.3157261564301172E-2	4.099501867409504E-2	6.182432109918496E-1	-6.811889333737229E2	5.254363697567631E-1	7.469231712347172E-1	5.254363697567631E-1	7.469231712347172E-1	640	1.421529254970465E0	127	-4.776626936644729E3	-7.317723861759492E2
151	-4.031914514579128E3	99	378	99	378	-4.031914514579128E3	-7.088309127282959E2	643	134	8.105979004576892E-2	1.2857914466898669E-2	5.473727638169646E-2	5.9152662880853246E-2	4.344974724718801E-2	5.5179037151265514E-2	3.0697327632929237E-2	6.0510358933419744E-2	7.141418946500783E-2	1.0947207053423329E-1	2.0810780700339333E-2	4.196195113445428E-2	3.943001868800684E-2	3.9516153941756574E-2	4.5414557974777434E-2	6.467376982801767E-2	6.033140573606272E-2	5.5126853538420124E-2	1.3134008063741735E-2	4.107012565516256E-2	6.099692975732682E-1	-7.088309127282959E2	7.800487436867892E-1	7.229270581856492E-1	7.800487436867892E-1	7.229270581856492E-1	643	9.267716460497551E-1	134	-4.783037120898204E3	-7.511226063190762E2
152	-4.0472111165961646E3	96	384	96	384	-4.0472111165961646E3	-6.931455092954051E2	640	129	7.957620533851836E-2	1.7418850656108868E-2	5.373545555153418E-2	5.807003009838945E-2	4.265451473408338E-2	5.050403392897254E-2	3.0135494376218857E-2	5.8670018276584864E-2	7.010714192255604E-2	1.0746847430453739E-1	2.0429894493065225E-2	4.119394878761473E-2	3.8708356656818495E-2	3.8792915432944164E-2	4.458336480662487E-2	6.349008780980724E-2	5.922719918844629E-2	7.202194298443115E-2	1.2893624841711788E-2	4.031844581103202E-2	6.586409297909022E-1	-6.931455092954051E2	1.7402309981963775E0	7.714452713528982E-1	1.7402309981963775E0	7.714452713528982E-1	640	4.43300499848839E-1	129	-4.77490966620899E3	-7.27698549612825E2
153	-4.034689049756158E3	97	378	97	378	-4.034689049756158E3	-6.975246226210485E2	645	137	7.78766284649352E-2	1.704682140925571E-2	5.258778160605847E-2	6.853425711304324E-2	4.1743505890578375E-2	4.9425376210585556E-2	3.0763209150355908E-2	5.7416952667193225E-2	6.860980391080099E-2	1.051731784583701E-1	1.9993555815410905E-2	4.0314134496481274E-2	3.7881629276334906E-2	3.7964382058573956E-2	4.363115986735286E-2	6.2134075865228115E-2	6.788838141291441E-2	7.048370893360976E-2	1.1074127009389343E-2	3.945733038352775E-2	5.233690458301296E-1	-6.975246226210485E2	6.841589085149924E-1	7.149526039370622E-1	6.841589085149924E-1	7.149526039370622E-1	645	1.045009565816967E0	137	-4.781299979622912E3	-7.466109298667541E2
154	-4.0418799642752497E3	96	380	96	380	-4.0418799642752497E3	-6.933219839887112E2	642	133	7.824985636480558E-2	1.1707944457092582E-2	5.914137130774584E-2	6.886271119940619E-2	4.194356387130853E-2	4.966224996497113E-2	3.0910643472703725E-2	5.769212647842957E-2	7.071927293477856E-2	9.70755373507988E-2	2.394424493940808E-2	4.050734213848889E-2	3.80631790071998E-2	3.8146328386566036E-2	4.2192153969855824E-2	6.1372596078609315E-2	6.821374010550021E-2	7.0821505871907E-2	1.1127200354346401E-2	3.964643174607796E-2	5.302413371778523E-1	-6.933219839887112E2	6.63652141822958E-1	7.596726208724888E-1	6.63652141822958E-1	7.596726208724888E-1	642	1.144684953152982E0	133	-4.7819717029416115E3	-7.400917386663616E2
155	-4.052421338223938E3	96	383	96	383	-4.052421338223938E3	-6.863996792302768E2	641	129	7.686056753730791E-2	1.1500075494990335E-2	5.8091344506192535E-2	6.764008665100431E-2	4.1198875927088194E-2	6.895235487171153E-2	3.0361839760819777E-2	5.666783032665908E-2	6.946368601946205E-2	9.535200754857087E-2	2.3519126306319457E-2	3.978815362519292E-2	4.178401248730241E-2	3.746905854481142E-2	4.144305242716282E-2	5.854089471961375E-2	6.700263772892097E-2	6.956410385961839E-2	9.546427207748205E-3	3.525386444950305E-2	6.268536180026942E-1	-6.863996792302768E2	1.0064358944176615E0	7.038440666183018E-1	1.0064358944176615E0	7.038440666183018E-1	641	6.99343167828445E-1	129	-4.778948418837887E3	-7.265270806139491E2
156	-4.051746863251361E3	95	383	95	383	-4.051746863251361E3	-6.777471049172876E2	641	132	7.56969078601244E-2	1.1325965745779976E-2	5.721184859091165E-2	7.278533357243869E-2	4.0575129938765005E-2	6.79084245758272E-2	2.9902165186629002E-2	5.580988624352955E-2	6.841201423197299E-2	9.390838971073859E-2	2.316304958450803E-2	3.918576580154399E-2	4.115140760237484E-2	4.4922125361728855E-2	4.0815609636222154E-2	5.765459266858616E-2	6.598822591427705E-2	6.851091175819977E-2	9.401895456828827E-3	3.5670350559013145E-2	7.465716993914424E-1	-6.777471049172876E2	7.469733828765507E-1	8.00524509723545E-1	7.469733828765507E-1	8.00524509723545E-1	641	1.071690809973405E0	132	-4.772422768011843E3	-7.206759047604818E2
157	-4.06652405767192E3	92	386	92	386	-4.06652405767192E3	-6.64256825748216E2	639	128	7.780407920763688E-2	1.0257112279785012E-2	5.880445219252452E-2	7.481145556022697E-2	4.170461796734537E-2	6.979878827186234E-2	2.3966878885542272E-2	5.4111853710696156E-2	5.388285738520512E-2	9.652251324211396E-2	2.3807838331964884E-2	4.027657816444692E-2	4.2296937445809965E-2	4.617262050225049E-2	4.195179188709594E-2	5.925952091675501E-2	6.782513712836105E-2	7.041804686225973E-2	9.663615588852526E-3	3.666330446926491E-2	9.99054994526882E-1	-6.64256825748216E2	5.774799305387888E-1	7.08417222036694E-1	5.774799305387888E-1	7.08417222036694E-1	639	1.2267391203980729E0	128	-4.769757382272774E3	-7.032333246008538E2
158	-4.044557747111419E3	97	380	97	380	-4.044557747111419E3	-6.980970594335652E2	641	133	7.715717394884208E-2	1.0171829092304137E-2	5.831552012429232E-2	7.418943259545607E-2	4.1357863183356415E-2	6.921844333814657E-2	2.3767605272309488E-2	5.366193844808936E-2	5.5980751958428575E-2	9.571997278351181E-2	2.36098870680423E-2	3.994169687690791E-2	4.19452577968344E-2	5.155735216028787E-2	4.160298196525108E-2	5.876680516065174E-2	6.726120219932319E-2	6.98325530771886E-2	9.583267054340386E-3	3.63584658964355E-2	1.0463824772508463E0	-6.980970594335652E2	1.0673387535064718E0	7.664979170439676E-1	1.0673387535064718E0	7.664979170439676E-1	641	7.181393109974058E-1	133	-4.781832322860289E3	-7.372745757488703E2
159	-4.0450225123835344E3	97	380	97	380	-4.0450225123835344E3	-6.970562137116975E2	644	138	7.607611734043188E-2	1.0029310613502082E-2	5.7498455745482346E-2	7.314995729747927E-2	4.0778394172040155E-2	6.82486170502607E-2	2.913423469700294E-2	5.291007585112757E-2	5.519640024165163E-2	9.437883100966886E-2	2.3279086662422874E-2	3.938206990834466E-2	4.135755874291619E-2	5.0834977124857385E-2	4.102007857103235E-2	5.794341778365683E-2	6.631879900587025E-2	6.885412243849898E-2	9.448994975037385E-3	4.4160500768715666E-2	8.905736934222853E-1	-6.970562137116975E2	1.4591874523541124E0	8.068799743691575E-1	1.4591874523541124E0	8.068799743691575E-1	644	5.529652636934447E-1	138	-4.781001591720233E3	-7.359790793366986E2
160	-4.048842599471942E3	95	383	95	383	-4.048842599471942E3	-6.863865655425927E2	640	132	7.869794127463567E-2	1.0374952419752214E-2	5.9480034626258685E-2	5.358955286198867E-2	4.218374677909059E-2	7.060068053501983E-2	3.013829269185958E-2	4.5819029135814926E-2	5.709864299922914E-2	1.0703316058150145E-1	2.4081357712939632E-2	4.073930075915346E-2	4.278287119527485E-2	4.2509312145048016E-2	5.072706072488519E-2	6.507331055141077E-2	5.7888778122798426E-2	7.122705355655319E-2	9.774637266544787E-3	4.018028406024091E-2	1.3890780340074513E0	-6.863865655425927E2	7.052348436482597E-1	7.297451037732067E-1	7.052348436482597E-1	7.297451037732067E-1	640	1.0347547492097138E0	132	-4.781125538273031E3	-7.322829388010895E2
161	-4.0624185191066917E3	93	385	93	385	-4.0624185191066917E3	-6.720942869994273E2	640	131	7.314055122876033E-2	1.1376713390731324E-2	5.8551537259829825E-2	5.275300730492723E-2	4.152524854457214E-2	6.949858726360954E-2	2.966782683606635E-2	4.51037832864766E-2	5.620731971765121E-2	1.0536234770546778E-1	2.370544204044564E-2	4.010335066761925E-2	4.211502048734098E-2	4.18457317583958E-2	4.993519934508465E-2	7.135156252160715E-2	6.84664749617748E-2	7.01151824545725E-2	9.62205287386897E-3	3.955306035119776E-2	1.2395926478738946E0	-6.720942869994273E2	4.251848144923539E-1	7.175175479267973E-1	4.251848144923539E-1	7.175175479267973E-1	640	1.6875427425212066E0	131	-4.78606419443082E3	-7.236456753241283E2
162	-4.0748419848213894E3	90	388	90	388	-4.0748419848213894E3	-6.51523735212353E2	635	122	7.23616270287435E-2	1.1255554919434332E-2	5.792798153658646E-2	5.219120412839724E-2	5.0020136875506084E-2	6.87584488509622E-2	2.935187367607111E-2	4.6336012659023E-2	5.560872918462081E-2	1.0424027136040867E-1	2.345298643042915E-2	3.967626241340213E-2	4.166650857307892E-2	4.140008768562855E-2	4.940340494992215E-2	7.059169049680844E-2	6.773732822522954E-2	6.936847749426063E-2	9.519580993203805E-3	3.913183251828311E-2	7.93156890292157E-1	-6.51523735212353E2	9.405969177229164E-1	6.857743324911955E-1	9.405969177229164E-1	6.857743324911955E-1	635	7.290841800240863E-1	122	-4.769097221875592E3	-6.942552370542028E2
163	-4.061107017260707E3	96	382	96	382	-4.061107017260707E3	-6.791926085269484E2	643	136	7.318243064740594E-2	1.1383227562895702E-2	5.440710223613215E-2	5.2783213055917926E-2	5.05875192166618E-2	6.953838133656078E-2	2.7245738124475005E-2	4.686160568984038E-2	5.6239503367266325E-2	1.0542267694547092E-1	2.371901549750486E-2	4.012631337412727E-2	4.3241950534333246E-2	4.1869692131805636E-2	4.5868904098996154E-2	7.139241758637847E-2	6.850567805937172E-2	7.015532958267173E-2	9.627562348076713E-3	3.7841738604107174E-2	7.574166445087611E-1	-6.791926085269484E2	6.592390394811858E-1	6.655737038617622E-1	6.592390394811858E-1	6.655737038617622E-1	643	1.0096090552913275E0	136	-4.784824297578963E3	-7.237172803182553E2
164	-4.063400051007442E3	93	386	93	386	-4.063400051007442E3	-6.701351533313003E2	640	130	6.569710445957237E-2	1.1156333494251117E-2	5.33226427784511E-2	7.122066569584382E-2	4.957919288792199E-2	6.815232046926865E-2	2.670266751096665E-2	4.5927545440281305E-2	5.5118519914458694E-2	1.0332135902246554E-1	2.090818971020202E-2	3.932650308738226E-2	4.238003838870916E-2	4.9842584167692196E-2	4.49546306894745E-2	6.996940148597593E-2	6.714020135829865E-2	6.875697150907938E-2	9.4356627501626E-3	3.7087465179541944E-2	6.322426227463214E-1	-6.701351533313003E2	6.75620987333119E-1	7.093815786118977E-1	6.75620987333119E-1	7.093815786118977E-1	640	1.0499697195790823E0	130	-4.774469981436577E3	-7.110699304291347E2
165	-4.0747880943097525E3	92	386	92	386	-4.0747880943097525E3	-6.655532053014081E2	640	130	7.907309051683346E-2	1.1030405476880792E-2	5.272075913186625E-2	7.041675666681613E-2	4.901956373499157E-2	6.738304563535438E-2	2.6401258989978298E-2	4.540913455350022E-2	5.4496365159333156E-2	9.736375812091226E-2	2.0672186826426166E-2	3.8882602000483595E-2	4.1901670274927104E-2	4.9279981964371056E-2	4.4447201656696134E-2	6.917961620300123E-2	6.638235090077586E-2	6.798087162760953E-2	1.1290543144974812E-2	3.666883741426786E-2	6.373586855877479E-1	-6.655532053014081E2	5.221195835973422E-1	6.99874343564777E-1	5.221195835973422E-1	6.99874343564777E-1	640	1.3404483676760894E0	130	-4.792412816401013E3	-7.176247220912602E2
166	-4.076912282514386E3	90	389	90	389	-4.076912282514386E3	-6.546332871545703E2	636	122	7.81658247121226E-2	1.0369401484907797E-2	5.2115853700118175E-2	6.96088115746884E-2	4.8457124937571164E-2	6.660990862094601E-2	3.5754358323856456E-2	4.4888120960473475E-2	5.387108684699031E-2	9.624662955310401E-2	2.0434999079069587E-2	3.895438528239512E-2	4.664957984609398E-2	4.871455519022058E-2	4.393722505258676E-2	6.0461484515354415E-2	6.562069561937808E-2	6.720087530017323E-2	1.116099814243229E-2	4.0778081257517564E-2	6.336118337843656E-1	-6.546332871545703E2	5.968890794682923E-1	6.606563316335019E-1	5.968890794682923E-1	6.606563316335019E-1	636	1.1068326668365476E0	122	-4.776121374745578E3	-6.992090922311917E2
167	-4.0486633696771855E3	95	380	95	380	-4.0486633696771855E3	-6.850666787131072E2	642	134	7.955717901523437E-2	1.0437433868812561E-2	5.245777948740797E-2	7.006550653428624E-2	4.8775046249758E-2	6.704692814244463E-2	3.5988938326887245E-2	4.5182626470978704E-2	5.4224528505805E-2	9.687809200161916E-2	2.035137052453486E-2	3.9209960273696526E-2	4.035163972501537E-2	4.903416547103328E-2	5.694013091508651E-2	5.462468366045769E-2	6.605122503450131E-2	6.054292039991714E-2	1.1234224095877286E-2	4.1045621296646045E-2	6.817001521869104E-1	-6.850666787131072E2	5.777527521762631E-1	6.855668193518998E-1	5.777527521762631E-1	6.855668193518998E-1	642	1.1866093528235488E0	134	-4.780705419757986E3	-7.320420500808007E2
168	-4.0521732727947415E3	95	383	95	383	-4.0521732727947415E3	-6.840097203781896E2	641	132	7.76678599222746E-2	1.018956631827917E-2	5.121201530136442E-2	6.840159510741453E-2	4.7616739390712405E-2	6.545470173331609E-2	2.2841906437722388E-2	5.482230154565513E-2	5.293680767054082E-2	9.457743691085575E-2	1.986806740373743E-2	3.8278804499996905E-2	3.939337141650599E-2	4.786970506433594E-2	5.5587920117455E-2	5.202243506264826E-2	6.44826445227769E-2	9.005432637447869E-2	1.0967434419047926E-2	3.5754360780881664E-2	7.047244144880849E-1	-6.840097203781896E2	1.0671141775094395E0	7.422015334335004E-1	1.0671141775094395E0	7.422015334335004E-1	641	6.955221372522108E-1	132	-4.772623143770661E3	-7.204498709759196E2
169	-4.0513034364121036E3	93	384	93	384	-4.0513034364121036E3	-6.688297836572216E2	638	126	8.427972057862222E-2	1.1057003540220097E-2	5.557169135581245E-2	8.147627423705917E-2	5.1670349804029805E-2	7.102685690273339E-2	2.478643668025372E-2	4.331113623023257E-2	6.225655225249138E-2	8.903803856649259E-2	2.1559434892372963E-2	4.153747702810356E-2	4.2746926965098964E-2	5.194485043157781E-2	6.032011670894867E-2	5.6451102106935866E-2	4.656888257034299E-2	5.369793008531263E-2	1.1901091509753717E-2	3.879812755360526E-2	7.17569193777812E-1	-6.688297836572216E2	2.025436220153755E0	7.19213841673331E-1	2.025436220153755E0	7.19213841673331E-1	638	3.5509083649088397E-1	126	-4.75357550852003E3	-7.022720721079266E2
170	-4.073361062732524E3	93	385	93	385	-4.073361062732524E3	-6.651093021010283E2	641	132	8.209282615897573E-2	1.0770095857397851E-2	5.412971431932036E-2	7.936212378379097E-2	5.032960497393509E-2	6.91838484549216E-2	2.4143276977221705E-2	4.218729669350694E-2	6.064111610993329E-2	8.672767507287273E-2	2.1000009593698903E-2	4.045966048937626E-2	4.1637727558703166E-2	5.059698284542205E-2	5.8754927293065806E-2	5.4986306076135236E-2	4.536051086807505E-2	7.825262369118198E-2	1.1592281389932504E-2	3.779139179253258E-2	8.916832871950897E-1	-6.651093021010283E2	5.871908871870247E-1	6.880284722439329E-1	5.871908871870247E-1	6.880284722439329E-1	641	1.1717287976657422E0	132	-4.786718929601145E3	-7.133578668686213E2
171	-4.0795451967234467E3	92	386	92	386	-4.0795451967234467E3	-6.603395590695208E2	640	130	7.719909251502463E-2	1.4102242345395517E-2	5.302502790768255E-2	7.77424910026998E-2	4.930247169941197E-2	6.777193527093345E-2	2.365055776847419E-2	4.8129127994088014E-2	5.940354414422862E-2	8.49577251411077E-2	2.057143860391737E-2	3.96339543550629E-2	5.860397499327885E-2	4.502016324046793E-2	5.755584891968798E-2	5.386413822595718E-2	4.443478752718858E-2	7.665563373559671E-2	1.1355704569005714E-2	3.702014004079019E-2	1.2211142183643289E0	-6.603395590695208E2	7.593547079201303E-1	8.165662367822906E-1	7.593547079201303E-1	8.165662367822906E-1	640	1.0753422982243206E0	130	-4.787986498838015E3	-7.084413021145683E2
172	-4.063699767597578E3	94	381	94	381	-4.063699767597578E3	-6.69876418867011E2	642	134	7.95701705420814E-2	1.0823580825567463E-2	5.4653628380304804E-2	8.01302588660239E-2	4.8218458108978804E-2	3.8468449009507584E-2	2.437695643490349E-2	5.63908466628242E-2	6.1228053133401836E-2	8.75671003131229E-2	2.80687517079418E-2	3.418357682206558E-2	6.040392616987726E-2	4.6402903844746504E-2	5.932360815436437E-2	5.551851097093549E-2	4.579954901479477E-2	7.901002007459688E-2	1.1704481487336424E-2	3.8157169476624536E-2	1.1577520353246953E0	-6.69876418867011E2	9.495162785524117E-1	7.960968505762165E-1	9.495162785524117E-1	7.960968505762165E-1	642	8.384235937375488E-1	134	-4.776471522274785E3	-7.127717546772064E2
173	-4.0737925803938974E3	92	385	92	385	-4.0737925803938974E3	-6.610643982277882E2	640	130	7.695143252450998E-2	1.0657549176249474E-2	5.381525222666078E-2	7.890107609793515E-2	4.7478796230306194E-2	6.784536823423794E-2	2.4003018609015114E-2	4.828437780520843E-2	6.028882656780401E-2	8.622383782677108E-2	2.7638182452214697E-2	3.36592073245007E-2	5.947734155348336E-2	4.5691092219495084E-2	5.910629634959345E-2	5.466686768460192E-2	4.509699273665585E-2	7.779802155423245E-2	1.1524936991196676E-2	3.089152583532775E-2	1.1405345061206769E0	-6.610643982277882E2	1.0899974699923034E0	7.989932047499112E-1	1.0899974699923034E0	7.989932047499112E-1	640	7.330229901868974E-1	130	-4.77456747038262E3	-7.007748899887224E2
174	-4.0655338210045093E3	96	385	96	385	-4.0655338210045093E3	-6.871654313091547E2	638	126	8.191266749536517E-2	1.1344665763195098E-2	5.728484470276267E-2	5.3936808240537724E-2	3.4267545602970795E-2	7.221951439957461E-2	2.5550548153591215E-2	5.139738214904419E-2	6.41757851975182E-2	1.0478201419487589E-1	2.491740254530682E-2	3.5829293455338994E-2	3.247122997800252E-2	4.384365048061576E-2	6.291701454972484E-2	5.819136575833921E-2	5.699328001384803E-2	8.281383805739197E-2	1.2267976055731513E-2	3.288317320626512E-2	1.0644460307433428E0	-6.871654313091547E2	1.0324779066682612E0	7.586136810367682E-1	1.0324779066682612E0	7.586136810367682E-1	638	7.347505221538009E-1	126	-4.793743797421006E3	-7.28209976416497E2
